"latitude","longitude"
43.0990658,-93.3461695
43.0031376,-95.9930866
41.4403319,-90.3213495
41.4512135,-90.3346916
41.569274,-90.357141
41.563889,-93.874659
41.549083,-93.949706
41.541161,-94.005059
41.517759,-94.117947
41.516725,-94.192102
41.510691,-94.199661
41.517523,-94.127182
41.567125,-93.857368
42.799797,-96.987902
42.7865416,-96.8984561
43.4865258,-96.7948243
43.260644,-96.796384
43.4924239,-96.7871526
43.3332909,-96.7966217
43.4358305,-96.7965733
43.4983598,-96.762597
43.3937159,-96.7964995
43.3066974,-96.7964472
43.1665923,-96.7954982
43.1747876,-96.7958639
43.2181093,-96.7961455
43.3271388,-96.7963323
43.3828884,-96.796158
43.456981,-96.7975737
43.4936768,-96.7775785
43.123926,-96.796594
43.2103292,-96.7957845
43.4862054,-96.7952755
43.129967,-96.796934
43.429096,-96.7960551
43.255069,-96.796033
43.6667728,-97.3027426
43.6665456,-97.1838525
43.5375947,-96.7802392
43.6466128,-97.0935974
43.6414311,-97.0853314
43.6088156,-96.4674339
43.6086384,-96.567284
43.5119483,-96.7266613
43.5115013,-96.7808691
43.7645262,-96.781502
43.5662993,-96.778181
43.5972274,-96.7709762
43.6124231,-96.7707108
43.5815276,-96.6931456
43.5488234,-96.7806783
43.5930424,-96.6910729
43.6023053,-96.7712362
43.6072488,-96.6906036
43.5437938,-96.6939481
43.5676932,-96.6936179
43.5231438,-96.7802597
43.5507201,-96.6939633
43.6078867,-96.6558293
43.5645776,-96.6932682
43.5082177,-96.7358699
43.5139681,-96.7166185
43.5187379,-96.7062171
43.5796177,-96.7710905
43.6089524,-96.893167
43.6088485,-96.9569394
43.6091424,-96.8878938
43.6057799,-96.7060405
43.6091014,-96.9436351
43.5237542,-96.7035397
43.6015675,-96.6905935
43.6126157,-96.7696483
43.6059799,-96.6974433
43.5048617,-96.7454555
43.5913854,-96.7713968
43.5832666,-96.7707643
43.5018792,-96.7525549
43.5189253,-96.780604
43.5302978,-96.7806648
43.5291419,-96.7010636
43.6056908,-96.7166663
43.609399,-96.647632
43.6088885,-96.4878587
43.6067278,-96.6916653
43.6091282,-96.4556842
43.6085803,-96.4964683
43.6086607,-96.7704151
43.5651338,-96.7787761
43.9019252,-96.7583331
42.848252,-96.795852
42.5217339,-96.4991979
42.6030594,-96.5740086
43.0079102,-96.7955151
42.7832418,-96.7888608
42.6666962,-96.6621138
42.5479513,-96.5068501
42.9497836,-96.7947362
42.4997675,-96.486832
42.6892709,-96.6970086
39.8406563,-95.5307484
39.8403013,-95.4931263
39.8404333,-95.4851137
39.8411967,-95.4093941
39.8418171,-95.4195562
39.8408178,-95.5409179
39.8412157,-95.5523307
41.0154441,-96.3058942
41.0081661,-96.3107115
42.449579,-96.407056
42.449014,-96.435045
42.449267,-96.436723
42.449275,-96.430324
42.4469538,-96.3814454
42.4491428,-96.419962
41.2624262,-95.9506275
41.345184,-95.971141
41.345339,-95.960047
41.343309,-96.018298
41.2802049,-96.0758345
41.2596453,-95.9227102
41.2657778,-95.953144
41.2629537,-96.163222
41.2912057,-96.0739003
41.2853126,-95.9524508
41.2761516,-95.952601
41.226353,-96.0865292
41.2318133,-96.0865349
41.2191453,-96.0916784
41.2288142,-96.0877962
41.2380514,-96.0863843
41.208433,-95.9491556
41.2630622,-96.1241352
41.2627036,-96.2417336
41.279587,-95.9522942
41.3184135,-96.0701346
41.2630174,-96.1431522
41.2630697,-95.9443359
41.2188068,-96.0907617
41.2086683,-95.9493899
41.2245482,-96.0823529
41.2229305,-96.0738959
41.2451451,-96.085298
41.2699689,-95.9523575
41.296099,-95.9520811
41.2268234,-95.9590478
41.2428207,-95.9538348
41.310741,-96.0707714
41.2177092,-96.0910728
41.2297372,-96.0872843
41.2127423,-96.0907419
41.2717314,-96.076141
41.2307413,-95.9251698
41.215886,-96.0912909
41.2414923,-96.0860249
41.26573,-95.9519522
41.2359781,-95.9538158
41.2072058,-96.0933512
41.339727,-96.028502
41.2114012,-96.092124
41.2631109,-96.1339763
41.347131,-95.988348
41.2170642,-95.9534289
41.2634353,-95.9478624
41.2634634,-95.9497086
41.26226,-95.930488
41.3018953,-96.0708649
41.346625,-95.977232
41.2576565,-95.9537524
41.2224098,-95.9520384
41.2017022,-95.9475915
41.2144721,-95.9525223
41.2998647,-95.9516575
41.2238853,-96.0173486
41.2223155,-96.0508519
41.2226455,-95.9826446
41.2323518,-95.9551205
40.862105,-96.716497
40.864472,-96.71302
40.8671299,-96.7078019
40.8145117,-96.7551645
40.895483,-96.554057
40.8910082,-96.6750286
40.8953364,-96.5671117
40.839694,-96.73886
40.8105152,-96.7534226
40.8629846,-96.7161835
40.8445083,-96.734348
40.897061,-96.6357287
40.7895294,-96.7335939
40.8804695,-96.6888788
40.8622406,-96.7157138
40.784166,-96.727205
40.896687,-96.6520666
40.8239884,-96.7511985
40.740523,-96.7169611
40.857964,-96.720558
40.8658448,-96.7176743
40.8614965,-96.7157715
40.8514763,-96.7120965
40.8044339,-96.749286
41.1140221,-95.9337077
41.1516611,-96.1545803
41.145496,-95.938886
41.108563,-95.932726
41.1814317,-96.1142292
41.1414745,-96.1632922
41.155662,-95.9386011
41.162409,-95.939091
41.1881455,-95.9385172
41.1220504,-95.9354643
41.157122,-96.1461474
41.1787285,-95.9390949
41.1350091,-95.9352865
41.0976314,-96.2476321
41.1885165,-96.1043527
41.1682846,-96.1303546
41.0917831,-96.258667
41.0980342,-95.9282108
40.822555,-97.2105343
41.493266,-94.656558
41.493061,-94.661494
41.492909,-94.323236
41.493165,-94.24609
41.495814,-94.456003
41.4931,-94.313759
41.493292,-94.639157
41.4930682,-94.6472748
41.496052,-94.448284
41.49608,-94.406111
41.495829,-94.413279
41.496095,-94.524664
41.496298,-94.516096
42.4594641,-92.25956
42.4501086,-92.22699
42.4491091,-92.2003334
42.356097,-92.0707397
42.416969,-92.177218
42.4586479,-92.298132
42.4560757,-92.3067274
42.4550448,-92.2497396
42.4449747,-92.1891868
42.4094157,-92.166064
42.4562462,-92.3970126
42.4598741,-92.4105967
42.5303074,-92.3880876
42.2482985,-91.895431
42.231834,-91.872658
42.4530449,-92.3388397
42.4531755,-92.3544406
42.4536483,-92.3680021
42.4501857,-92.1548227
42.4498581,-92.1822407
42.4645584,-92.4376531
42.4892071,-92.3354495
42.225438,-91.861389
42.241758,-91.886716
42.034823,-93.808093
42.029708,-94.020151
42.029479,-94.035876
42.034648,-93.822262
42.4647797,-92.3154865
42.6920622,-92.4776153
42.0184561,-93.7116117
42.709922,-92.3370941
42.6526859,-92.4601422
42.4475221,-91.9265831
42.463389,-91.6541174
42.3164612,-91.9832362
42.4490303,-92.0630504
42.4484327,-91.8972654
42.4640977,-91.6396575
42.4495067,-92.0477853
42.3081132,-91.9725757
42.4484184,-91.9120461
42.3518101,-92.0585733
42.449102,-91.883109
42.461583,-91.7607789
42.46167,-91.746296
41.4970834,-94.9526139
41.497167,-95.010643
41.497471,-95.122618
41.496801,-95.067478
41.497393,-94.997434
41.497466,-94.866079
41.497339,-94.871198
41.496979,-95.053426
41.497107,-95.112884
41.496984,-94.754044
41.663462,-91.2448104
41.496925,-94.762767
41.6337043,-90.914077
41.645008,-91.1093082
41.6352998,-91.0314692
41.636943,-91.039566
41.634001,-90.923421
41.663857,-91.351245
41.663301,-91.2546909
41.646012,-91.146722
41.644905,-91.113215
41.646091,-91.156856
43.0730395,-92.3333664
43.0839258,-92.3277808
43.0618404,-92.3350095
43.084978,-92.311116
43.0248455,-92.3242183
43.0355162,-92.3290295
41.025832,-93.794482
41.041654,-93.790605
41.047548,-93.78615
41.066282,-93.781188
41.023057,-93.794071
41.073482,-93.781212
40.976106,-93.797633
40.96733,-93.79722
41.819945,-90.568475
41.8321863,-90.5696768
41.8087862,-90.5610145
41.8073831,-90.5325207
41.8155445,-90.3608788
41.8157428,-90.3488751
41.8082959,-90.5670604
40.874121,-93.802271
40.627386,-93.88701
40.816003,-93.825548
40.743263,-93.841771
42.4639586,-91.4874542
42.4708425,-91.4441812
42.469561,-91.34602
42.471057,-91.151916
40.866094,-93.802618
40.807725,-93.82884
40.733885,-93.842996
40.61964,-93.893355
42.4899525,-90.6776467
43.0608137,-92.7176514
43.094607,-92.720388
43.085424,-92.717925
43.1165827,-93.015141
43.038929,-92.664735
43.038558,-92.679638
42.6684844,-93.459067
42.7980067,-93.3634026
42.7411703,-93.4016819
43.053343,-92.717743
42.8969281,-93.3510027
42.8088648,-93.3555294
42.7515282,-93.3936925
42.8868412,-93.3504997
42.6786211,-93.4528497
40.752695,-95.817492
40.76286,-95.81546
40.882731,-95.800023
40.684734,-95.779543
40.817871,-95.806165
40.6935528,-95.7862989
40.604681,-95.681685
40.595834,-95.6729923
42.3935727,-93.5703624
42.4495309,-93.8970141
40.826194,-95.806787
40.892186,-95.799528
42.4488802,-93.5620834
42.4536134,-93.5690931
42.4653292,-93.5686997
42.3052099,-93.5694905
42.4492963,-93.7124726
42.4487635,-93.5692345
41.5551343,-95.9174791
41.716468,-96.045516
41.545836,-95.917371
41.804916,-96.058351
41.623993,-95.993328
41.798776,-96.052339
41.615999,-95.982892
41.706251,-96.043635
40.987535,-91.526911
40.9175575,-91.4183635
40.9886032,-91.5503787
40.932481,-91.537473
40.942457,-91.531048
40.9098459,-91.4097216
40.9547472,-91.5222134
40.9702131,-91.6410385
41.6882395,-92.0588886
41.6876317,-91.9181566
41.6870231,-92.0157036
41.6871985,-92.0015895
41.6894716,-92.0750801
41.6962881,-92.2717544
41.696021,-92.1555794
41.695958,-92.1691297
41.6958684,-92.2871606
41.6935462,-93.2401828
41.59133,-93.244169
41.5112331,-93.107083
41.5115224,-93.0945068
41.6876568,-91.9039224
41.6830535,-92.8962663
41.695447,-92.787905
41.683911,-93.071609
41.6832268,-93.0781169
41.695189,-92.803128
41.6903626,-93.2543022
41.689078,-93.175672
41.538944,-93.13005
41.549587,-93.134519
41.594893,-93.2519543
41.6823794,-92.9925874
41.692223,-93.184354
41.681929,-92.910137
41.6827735,-93.0077279
41.757702,-91.642281
41.853124,-91.668276
41.747002,-91.642153
41.842498,-91.665473
41.661182,-91.603819
41.652915,-91.591822
41.63781,-91.571653
41.694453,-91.629175
41.687409,-91.634233
41.6856575,-91.5463736
41.559624,-91.54496
41.6856823,-91.5585772
41.54926,-91.544441
41.693991,-91.672657
41.694192,-91.64633
41.686343,-91.571083
41.609246,-91.550181
41.694269,-91.637919
41.629644,-91.563973
41.6868754,-91.508105
41.6877793,-91.7970896
41.692497,-91.608382
41.694448,-91.638554
41.686669,-91.491792
41.6944892,-91.6083508
41.69397,-91.660265
41.669045,-91.438043
41.695109,-91.608619
41.673576,-91.451096
41.694051,-91.616556
41.693775,-91.600192
42.098362,-91.267002
42.0707392,-91.3264203
42.1093585,-91.2671405
42.0708641,-91.337864
41.884894,-91.670497
41.9752089,-91.6761512
41.9471526,-91.7482278
41.9269369,-91.649813
41.9271288,-91.6703315
41.926868,-91.6699462
41.926509,-91.63874
42.174271,-91.784875
41.9413638,-91.669618
41.9221119,-91.6702994
41.9866295,-91.6620607
41.9924351,-91.663882
42.0024648,-91.6663727
41.9273462,-91.676737
41.949433,-91.6711
41.9267288,-91.6576529
42.0288065,-91.6731041
42.167289,-91.774218
41.963427,-91.792678
41.9993841,-91.6669986
41.9548634,-91.7697337
42.0483022,-91.6900763
41.9433301,-91.7334096
41.9781393,-91.6748399
41.895884,-91.671498
41.934404,-91.6692947
41.9815682,-91.6670369
42.0161728,-91.6669695
42.0385743,-91.6772818
41.98116,-91.667888
41.9269395,-91.6750271
42.0418316,-91.6787097
41.96087,-91.670918
41.926228,-91.541045
41.9270177,-91.6604313
41.9301819,-91.5430344
41.9286087,-91.6809613
42.0966187,-91.7018277
42.0881827,-91.7012797
41.940076,-91.722463
41.936748,-91.708559
41.926418,-91.536676
42.0221783,-91.6688054
41.9274023,-91.6697138
41.0050001,-93.312098
41.0047681,-93.3061817
41.9267787,-91.6363235
41.9521132,-91.6707505
42.0168667,-91.6666259
41.493691,-94.236695
41.3217237,-93.1461792
41.4156825,-92.9544444
42.0081892,-93.028301
42.0049354,-92.8756273
42.0037127,-92.9048447
41.050454,-95.820346
41.144888,-95.821547
41.154108,-95.822882
41.006115,-95.8080747
41.037582,-95.759149
42.1248681,-96.2022315
42.0220598,-96.128396
41.925176,-96.103874
41.0334421,-95.7523965
40.996995,-95.804684
41.578158,-93.513174
41.622673,-93.7766969
41.7963522,-93.5704818
41.6533668,-93.5730367
41.65076,-93.577737
41.2749966,-95.8863124
41.2672975,-95.9084796
41.2612826,-95.912714
41.2599582,-95.9070711
41.5167803,-93.7142188
41.522564,-93.7380887
41.6107211,-93.7767204
41.4975105,-95.34496
41.649617,-93.611301
41.498737,-95.444336
41.498729,-95.457045
41.2427922,-95.9051732
41.6495524,-93.5746145
41.270065,-95.905967
41.59414,-93.777049
41.232046,-95.8580713
41.494575,-95.897501
41.230987,-95.8345042
41.522647,-93.757715
41.4989921,-95.5945846
41.2177718,-95.8295721
41.270495,-95.904009
41.592077,-93.78615
41.590878,-93.781421
41.592343,-93.768741
41.59752,-93.777208
41.5924376,-93.6887912
41.438086,-95.61744
41.6357138,-93.7771007
41.5928357,-93.6969191
41.693184,-93.774643
41.497999,-95.552792
41.511291,-93.532339
41.498812,-95.53962
41.2374407,-95.9010885
41.35026,-95.89724
41.6513924,-93.7671283
41.2444879,-95.8199345
41.346459,-95.943626
41.5932868,-93.7226109
41.2504152,-95.9066822
41.7078482,-93.5764341
41.2603271,-95.9174015
41.639444,-93.507059
41.34664,-95.928277
41.652385,-93.516354
41.352178,-95.907201
41.2758529,-95.8774129
41.5218872,-93.7313347
41.498985,-95.577613
41.492647,-95.585381
41.571824,-93.513116
41.518083,-93.519726
41.498795,-95.608973
41.2575853,-95.9069617
41.360666,-95.901037
41.28318,-95.782766
41.226035,-95.836619
41.6494551,-93.7729986
41.490286,-95.900713
41.6493908,-93.6269914
41.6200591,-93.77696
41.652369,-93.706233
41.415523,-95.90018
41.4988048,-95.7464016
41.2322038,-95.8509942
41.658818,-93.529458
41.2607786,-95.9152926
41.654414,-93.517441
41.4225174,-95.9005636
41.604667,-93.496497
41.2383379,-95.8254172
41.5933351,-93.6547421
41.2326114,-95.8732214
41.498869,-95.901352
41.4973835,-95.2166493
41.519085,-93.775104
41.6493816,-93.609191
41.6504649,-93.5915644
41.505672,-95.902945
41.514319,-93.672675
41.220063,-95.832398
41.7862261,-93.570411
41.651042,-93.582086
41.287561,-95.867415
41.592572,-93.670392
41.683609,-93.7744
41.370423,-95.681398
41.3805023,-95.6715144
41.443443,-95.606898
41.624014,-93.5756
41.4936502,-95.9012283
41.5956753,-93.6171781
41.277033,-95.78627
41.355217,-95.898292
41.6188943,-93.5766647
41.497774,-95.3305
41.69526,-92.452575
41.696546,-92.54433
41.696225,-92.43831
41.695478,-92.357325
41.695681,-92.350855
41.696502,-92.559107
41.497222,-95.228017
41.695785,-92.734405
41.651857,-93.689458
41.498558,-95.59097
41.531311,-93.774006
41.6322262,-93.5754293
41.594401,-93.65024
41.6569346,-93.5759454
41.530227,-93.519296
41.5953603,-93.6154316
41.5936631,-93.4986022
41.2478871,-95.9069154
41.6111859,-93.578627
41.591199,-93.678809
41.6968829,-93.5758773
41.6600357,-93.5224934
41.5847384,-93.7774742
41.5136958,-93.6902831
41.5933805,-93.7145786
41.592154,-93.759179
41.5934348,-93.7295871
41.7365452,-93.5778104
41.6087576,-93.7770011
41.5922905,-93.7423832
41.7266896,-93.5765484
41.592423,-93.7450214
41.5932189,-93.7095511
41.696046,-92.721417
41.748362,-93.808685
41.5360619,-93.7743712
41.59167,-93.777154
41.687206,-93.5759828
41.5459067,-93.7761798
41.2329409,-95.8926471
41.2307575,-95.8437383
41.2319458,-95.8926895
41.354136,-95.900379
41.6459193,-93.5755342
41.5971874,-93.5932421
41.2618672,-95.9075603
41.591966,-90.676029
41.5127,-90.783562
41.534861,-90.516379
41.495038,-90.655225
41.5999819,-90.610992
41.599862,-90.625064
41.63289,-90.864234
41.661906,-93.500904
41.5232529,-90.5131722
41.597236,-90.577339
41.595722,-90.570437
41.511866,-93.525208
41.554796,-90.525348
41.616328,-90.563291
41.59604,-90.531026
41.569886,-90.522108
41.5375457,-90.5168846
41.5431441,-90.5184927
41.596304,-90.526679
41.6331077,-90.8551373
41.516902,-90.774014
41.515088,-90.757767
41.550264,-90.521419
41.589678,-90.570971
41.6069078,-90.5648722
41.615867,-90.779213
41.509265,-90.747598
41.601866,-90.567816
41.59075,-90.371683
41.597457,-90.451161
41.6598216,-90.5683266
41.6497476,-90.5679741
41.60376,-90.665224
41.621233,-90.565387
41.526199,-90.513256
41.560387,-90.522556
41.630109,-90.568321
41.487637,-90.6433348
41.595198,-90.563152
41.595897,-90.569034
41.51315,-90.674339
41.5434964,-90.6782154
41.596856,-90.467563
41.596686,-90.569755
41.617157,-90.786666
41.591839,-90.523638
41.68995,-90.566374
41.503959,-90.670218
41.579361,-90.522233
41.699423,-90.565958
41.533125,-90.675397
42.0077091,-93.5719126
41.584787,-90.675844
42.008161,-93.57099
41.596486,-90.571193
42.1610156,-93.5701318
42.0075791,-93.5707406
42.003423,-93.633149
42.0033332,-93.6456544
41.873062,-93.571079
42.00781,-93.301862
42.007739,-93.435983
42.005536,-93.603429
42.012415,-93.571341
42.0071201,-93.580492
42.082575,-93.566556
42.1715208,-93.5708482
42.1928456,-93.5707255
41.882969,-93.5712731
42.030101,-93.570752
41.603623,-90.686718
42.0082423,-93.5640612
42.0731664,-93.5673358
42.1821032,-93.5705537
42.0043043,-93.6177867
42.007915,-93.315077
42.008189,-93.427198
42.0070002,-93.5787113
42.0060392,-93.5925832
42.0070768,-93.5712756
42.0106663,-93.6865238
41.297631,-93.779676
41.231975,-93.780941
41.5019572,-93.6333176
41.3587593,-93.7797366
41.367613,-93.780671
41.173726,-93.783926
41.224273,-93.782016
41.498441,-93.617815
41.4764953,-93.7800299
41.4888413,-93.7805026
41.503993,-93.637024
41.179784,-93.78408
41.508403,-93.563434
41.094431,-92.444135
41.5047761,-93.5798789
41.09371,-92.435059
42.4458694,-94.1910959
42.445215,-94.176309
42.450388,-94.117095
42.4845148,-96.3918853
42.4292263,-96.3716389
42.4571882,-96.3309287
42.4570342,-96.3306754
42.514679,-96.335059
42.224319,-96.241133
42.4937404,-96.4599734
42.4685069,-96.3235244
42.546481,-96.340501
42.4440008,-96.3560306
42.336218,-96.32501
42.311663,-96.304615
42.444491,-96.3400632
42.4494994,-96.3355369
42.2322899,-96.2426544
42.44129,-96.375175
43.3620733,-93.3492063
43.449225,-93.350048
42.4820569,-96.323823
42.523989,-96.339313
43.439439,-93.349321
42.4463837,-96.3765303
43.35283,-93.3487
42.4398392,-96.3754836
42.3960572,-96.3665805
43.279393,-93.349811
42.4450619,-96.3641873
42.4529654,-96.3766628
42.4496961,-96.3764645
42.405203,-96.366781
42.5678981,-93.5541077
42.5780716,-93.5425416
42.4917357,-96.430377
42.489419,-96.406049
42.4872751,-96.3958927
42.4645701,-96.324005
43.659997,-94.109623
43.660438,-94.11741
43.666231,-94.232977
43.660168,-94.092361
43.65977,-94.1034355
43.659271,-93.723785
43.652515,-93.922221
43.650139,-93.803406
43.652265,-93.931867
43.656579,-93.732837
43.650568,-93.812225
43.6664399,-94.2223792
43.766366,-93.313174
43.759552,-93.315788
43.6833366,-93.3213383
43.672108,-93.28671
43.666081,-93.581956
43.6654401,-93.2426788
43.6598534,-93.1901741
43.5328612,-93.3545721
43.571566,-93.358857
43.81542,-93.288662
43.820952,-93.289006
43.6160768,-93.33852
43.6120505,-93.3417861
43.688505,-93.36315
43.662757,-93.320948
43.6884368,-93.3202773
43.5789063,-93.3585548
43.5387617,-93.3551532
43.6842698,-93.3208179
43.682543,-93.314845
43.655569,-93.32019
43.687126,-93.354921
43.690707,-93.413653
43.684629,-93.327525
43.66591,-93.573327
43.6857587,-93.4216182
43.679507,-93.3218034
43.6652562,-93.2534645
43.6607595,-93.1971206
43.6753421,-93.3230533
43.6363775,-95.3196765
43.6387711,-95.1802905
43.6392006,-94.9996186
43.6524826,-94.8804574
43.637182,-95.0888661
43.6701812,-94.352685
43.6810166,-94.6193759
43.6648578,-94.7330298
43.6799984,-94.4974617
43.6791962,-94.4478971
43.674016,-92.9349273
43.6738384,-92.9344648
43.7080789,-92.7038951
43.6745288,-92.7542646
43.6773338,-92.7457261
43.6746033,-92.9518069
43.6806604,-92.9753359
43.6805819,-92.9719448
43.6806782,-92.984067
43.6740922,-92.9398492
43.6733112,-92.9248742
43.6433887,-95.9382278
43.6437284,-95.9279426
43.6374347,-95.986897
43.6376916,-95.6281406
43.637512,-95.551218
43.6376,-95.517916
43.6378576,-95.4598103
43.6378964,-95.6174394
43.637987,-95.589273
43.6377593,-95.7881274
43.6374346,-95.7989992
43.637804,-95.5980559
43.6376425,-95.9621315
43.637535,-95.573305
43.8439585,-92.5422587
43.6084397,-96.3825972
43.6389673,-96.2187248
43.874255,-93.277131
43.865809,-93.276868
43.9150123,-91.3650924
43.923594,-91.441733
43.9069542,-91.3530694
43.8877132,-91.3392961
43.8841848,-91.3343999
43.9126278,-91.3612339
43.8938756,-91.344256
39.8924161,-94.8573249
39.883088,-94.856604
39.883424,-94.854224
39.878443,-94.857
39.888552,-94.859847
39.9173685,-94.9062246
39.9136934,-94.9012486
39.856187,-94.807555
39.9688522,-94.979056
39.8311518,-94.8654959
39.860223,-94.8143617
39.8394165,-94.8645709
39.967529,-94.972184
39.8892233,-94.8574461
39.8851313,-94.8542644
39.88786,-94.859763
40.4032632,-95.5530377
40.4122383,-95.5583508
40.3724588,-95.5364737
40.3656742,-95.5280174
39.7032799,-94.7882567
39.7454154,-94.7888919
39.7795811,-94.8668829
39.7461423,-94.8534721
39.7438748,-94.8536457
39.7317455,-94.8472427
39.7492254,-94.8475981
39.726448,-94.788756
39.7518375,-94.8538313
39.7473006,-94.806662
39.74697,-94.796331
39.8109631,-94.8021929
39.8185522,-94.8049791
39.7084567,-94.7919912
39.7499125,-94.7895601
39.7533446,-94.7903055
39.74739,-94.794406
39.7837755,-94.869294
39.7109154,-94.7885712
39.7490136,-94.7897048
39.5965263,-94.7885816
39.7489119,-94.852406
39.7156516,-94.8161894
39.7109099,-94.8000164
39.773799,-94.793074
39.78109,-94.79443
39.7466646,-94.8381694
39.721248,-94.788427
39.723397,-94.8368519
39.7197245,-94.8298894
39.6020377,-94.788751
39.7674735,-94.861132
39.769091,-94.8613
39.7336989,-93.9978139
39.7333562,-94.0039178
39.2081653,-94.4870117
39.261553,-94.586908
39.2965248,-94.5848884
39.2996824,-94.5845108
39.305314,-94.584207
39.2420733,-94.5252976
